website,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika,target,target.1,reported phenomenon other than swastika 2,reported phenomenon other than swastika 3,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,latitude,longitude,Address Found,month,year
http://www.nydailynews.com/news/national/northwestern-freshmen-paint-slurs-trump-chapel-article-1.2563021,3/11/16,Mar-2016,Chicago,IL,National News,graffiti,LGBTQ,,vandalism,,Trump,drawing of middle finger,No,paint,college campus,college,chapel interior wall,,41.8832283,-87.63240051,"Chicago, IL",Mar,2016
http://www.roanoke.com/news/local/roanoke_county/second-swastika-discovered-near-hollins-university-campus/article_ade2317f-efa6-5338-8903-6d74d9e5f649.html,3/27/16,Mar-2016,Roanoke,VA,Local News,defacement,,,,,,ejaculating male genitalia,No,paint,college campus,college,landmark,https://mgtvwsls.files.wordpress.com/2016/03/swastika.jpg,37.27113342,-79.9390564,"Roanoke, VA",Mar,2016
https://www.wrtv.com/news/local-news/iu-fraternity-vandalized-with-swastika-smiley-face,4/22/16,Apr-2016,Bloomington,IA,Local News,vandalism,,,,,,"hand formed into sign language ""I love you"", salt shakers",No,paint,college campus,college,frat house wall and cars,,41.4204483,-91.04485321,"Bloomington, IA",Apr,2016
http://daily.swarthmore.edu/2016/09/06/37802/,8/30/16,Aug-2016,Swarthmore,PA,Student Newspaper,bias-incident,,,,,,male genitalia,No,paint,college campus,college,bathroom,http://daily.swarthmore.edu/wp-content/uploads/2016/09/Slack-for-iOS-Upload.jpg,39.89849091,-75.3438797,"Swarthmore, PA",Aug,2016
https://www.abqjournal.com/885573/anti-trump-graffiti-defaces-unm-sculpture-elsewhere-on-campus.html,11/9/16,Nov-2016,Albuquerque,NM,Local News,graffiti,Trump Supporter,,,,"Sieg-Heil-Trump, I-(heart image)-facism, Trump",pentagram,Yes,paint,college campus,college,exterior urban wall,https://d3el53au0d7w62.cloudfront.net/wp-content/uploads/2016/11/09/Sieg-Heil-768x576.jpg AND ANOTHER IMAGE https://d3el53au0d7w62.cloudfront.net/wp-content/uploads/2016/11/09/I-heart-facism-300x400.jpg,35.08424759,-106.64923859,"Albuquerque, NM",Nov,2016
http://www.burlingtonfreepress.com/story/entertainment/2016/11/10/swastika-painted-trump-sign-found-uvm/93608528/,11/9/16,Nov-2016,Burlington,VT,Local News,incident-of-concern,,,,,,phallic symbol,No,paint,college campus,college,Trump/Pence campaign sign,https://www.gannett-cdn.com/-mm-/0e00fec0ced8132175777ebe2dbfafb3f985b2ee/c=13-0-921-683&r=x404&c=534x401/local/-/media/2016/11/10/Burlington/Burlington/636143938653384600-trumppenceswastikasign.jpg,44.4759903,-73.21099854,"Burlington, VT",Nov,2016
http://koin.com/2016/11/13/hateful-racist-messages-left-in-reed-college-library/,11/10/16,Nov-2016,Portland,OR,Local News,hateful-racist-messages,Non-White,,,,"The-white-man-is-back-in-power, Tump, MAGA, White-is-Right",Portrait of Hitler,No,paint,college campus,college,library,video of newhttps://www.youtube.com/watch?v=fGSGs5zn-3w,45.51601791,-122.681427,"Portland, OR",Nov,2016
https://swarthmorephoenix.com/2016/11/21/mccabe-swastika/,11/20/16,Nov-2016,Swarthmore,PA,Student Newspaper,graffiti,,,,,,Star of David,No,paint,college campus,college,bathroom,http://daily.swarthmore.edu/wp-content/uploads/2016/11/IMG_20161121_004801-1024x766.jpg,39.89849091,-75.3438797,"Swarthmore, PA",Nov,2016
https://thetab.com/us/florida/2016/11/20/uf-frat-swastika-4865,11/20/16,Nov-2016,Gainesville,FL,Student Newspaper,vandalism,,,,,We-(Heart)-Trump,Star of David,No,paint,college campus,college,frat house wall,https://bloximages.chicago2.vip.townnews.com/alligator.org/content/tncms/assets/v3/editorial/5/31/531fe41c-afa4-11e6-bd21-d7052caebaa2/58327a7cbe75b.image.jpg?resize=1200%2C1600,29.65197563,-82.32501984,"Gainesville, FL",Nov,2016
https://www.algemeiner.com/2016/12/09/son-of-sopranos-co-star-arrested-for-vandalizing-suny-dorm-with-swastika-graffiti/,11/20/16,Nov-2016,Purchase,NY,Local News,vandalism,,,,,,Steeler's symbol,No,paint,college campus,college,dorm bulletin board,,41.033741,-73.71352386,"Purchase, NY",Nov,2016
http://www.jta.org/2017/01/03/news-opinion/united-states/swastika-painted-on-reform-rabbinical-schools-sign-in-cincinnati,1/2/17,Jan-2017,Cincinatti,OH,International News,graffiti,Jewish Community,,vandalism,,,,no,paint,college campus,college,institutional sign,http://www.jta.org/wp-content/uploads/2017/01/15800558_928037897645_675221669925941795_o.jpg,39.10369873,-84.51361084,"Cincinnati, OH",Jan,2017
https://www.nj.com/mercer/2017/03/swastika_found_on_princeton_universitys_campus.html,1/23/17,Jan-2017,Princeton,NJ,Local News,none,,,,,,,no,paint,college campus,college,public sculpture,,40.3519783,-74.66074371,"Princeton, NJ",Jan,2017
https://www.fsunews.com/story/news/2017/03/28/swatsika-drawn-near-florida-state-campus/99742336/,3/28/17,Mar-2017,Tallahassee,FL,National News,none,,,,,,,no,paint,college campus,college,sidewalk,https://www.gannett-cdn.com/-mm-/9f51dca0f9c8991283860ddf92757fd466e26cc6/c=548-218-3261-2258/local/-/media/2017/03/28/FSUNews/FSUNews/636263155259165196-IMG-4485.jpeg?width=534&height=401&fit=crop,30.44074059,-84.27832794,"Tallahassee, FL",Mar,2017
http://www.cavalierdaily.com/article/2017/04/properties-on-university-circle-vandalized,4/14/17,Apr-2017,Charlottesville,VA,Student Newspaper,anti-semitic-symbols,,,,,This-is-not-Meant-to-be-Rude; Same-thing,,no,paint,fraternity house,college,exterior urban wall,https://snworksceo.imgix.net/cav/03c24f62-cf51-4e31-a2a9-f25547ec1049.sized-1000x1000.png?w=1000,38.03104782,-78.47415924,"Charlottesville, VA",Apr,2017
http://www.wboc.com/story/36547029/man-arrested-after-swastika-found-at-university-of-maryland,9/27/17,Sep-2017,College Park,MD,Local News,none,,,,,,,no,paint,college campus,college,trash can,,38.98719406,-76.94599915,"College Park, MD",Sep,2017
https://www.athensnews.com/news/campus/ou-administration-condemns-swastika-graffiti-on-campus/article_d7d917ce-a543-11e7-8422-43b8d053329b.html,9/29/17,Sep-2017,Athens,OH,Local News,swastika-graffiti,,,,,Clinton,,no,paint,college campus,college,exterior urban wall,https://bloximages.chicago2.vip.townnews.com/athensnews.com/content/tncms/assets/v3/editorial/f/9e/f9e437ae-a543-11e7-acec-df161d0e4700/59ce9105b21a5.image.jpg,39.32920074,-82.10116577,"Athens, OH",Sep,2017
http://www.kolotv.com/content/news/UNR-stairwell-tagged-with-swastikas-will-be-painted-over-450854023.html,10/12/17,Oct-2017,Reno,NV,Local News,none,,,,,Is-this-Political-Enough?,,no,paint,college campus,college,stairwell,http://media.graytvinc.com/images/810*454/swas2toned.JPG,39.52690125,-119.81328583,"Reno, NV",Oct,2017
https://www.tapinto.net/towns/new-brunswick/articles/swastika-found-painted-outside-rutgers-dining-hal,10/29/17,Oct-2017,New Brunswick,NJ,Online Magazine,none,,,,,,,no,paint,college campus,college,exterior urban wall,https://media.thetab.com/blogs.dir/110/files/2017/10/img-0149-e1509314695126-540x284.jpg,40.49594879,-74.44412231,"New Brunswick, NJ",Oct,2017
https://www.jacksonville.com/story/news/local/2020/01/27/swastika-in-campus-bathroom-prompts-new-unf-task-force/112220030/,11/23/17,Nov-2017,Jacksonville,FL,Local News,graffiti,,,,,F**K UNF,,,paint,college campus,college,bathroom,,30.32596779,-81.65676117,"Jacksonville, FL",Nov,2017
https://news.ucsc.edu/2017/12/east-remote-parking-lot-graffiti.html,12/9/17,Dec-2017,Santa Cruz,CA,Student Newspaper,antisemitic-graffiti,,,,,,,no,paint,college campus,college,parking lot,,36.97414017,-122.02880096,"Santa Cruz, CA",Dec,2017
https://www.eugeneweekly.com/2018/01/11/swastikas-anti-immigration-slogans-painted-in-eugene/,1/8/18,Jan-2018,Eugene,OR,Local News,racist-graffiti,Immigrant,,,,"Deport-them-All, End-White-Guilt",,no,paint,college campus,college,,https://www.eugeneweekly.com/wp-content/uploads/2018/01/20180111news-2-1300x844.jpg,44.05215454,-123.09119415,"Eugene, OR",Jan,2018
https://www.fox47news.com/news/local-news/community-upset-over-swastika-painting-on-school,9/25/18,Sep-2018,East Lansing,MI,Local News,graffiti,,,symbol-of-hate,,,,no,paint,school,college,exterior urban wall,,42.74687576,-84.48369598,"East Lansing, MI",Sep,2018
https://www.jns.org/painted-swastika-discovered-at-university-of-illinois-as-nazi-symbol-appears-on-campuses/,11/16/2018,Nov-2018,Champaign,IL,International News,Nazi-symbol,,,,,,,no,paint,tunnel,college,tunnel on campus,,40.11632919,-88.24352264,"Champaign, IL",Nov,2018
https://www.paloaltoonline.com/news/2018/11/29/appearance-of-swastika-found-at-bing-concert-hall,11/28/2018,Nov-2018,Palo Alto,CA,Local News,swastika-like-symbol,,,,,Natzis,,yes,paint,college campus music hall,college,piano ,,37.44510269,-122.16036224,"Palo Alto, CA",Nov,2018
https://www.orlandoweekly.com/Blogs/archives/2018/12/26/swastikas-spay-painted-on-buildings-near-ucf,12/25/2018,Dec-2018,Orlando,FL,Local News,none,,,,,Fur-Immer,,yes,paint,university housing,college,exterior urban wall,https://pbs.twimg.com/media/DvRvH1KXgAA9_rN?format=jpg&name=medium,28.53833008,-81.37887573,"Orlando, FL",Dec,2018
https://diversity.ncsu.edu/news/2019/05/08/in-response-to-antisemitic-messages-in-the-free-expression-tunnel/,5/6/2019,May-2019,Raleigh,NC,School Administration Website,antisemitic-message,,,hatred-expression,,,,no,paint,campus tunnel,college,tunnel wall,,35.78130341,-78.64167786,"Raleigh, NC",May,2019
https://www.rgj.com/story/news/education/2019/09/04/swastika-university-nevada-reno-dormitory-wolf-pack-tower-circus-circus/2201025001/,8/23/19,Aug-2019,Reno,NV,Local News,none,,,,,,,no,paint,dorm,college,stairwell,,39.52690125,-119.81328583,"Reno, NV",Aug,2019
